hotel_id,current_star_rating,accommodation_type_name,chain,booking_date,checkin_date,checkout_date,booking_route_type,platform_group_name,is_cancelled,city_name,payment_type,payment_model,ADR
10249,2.0,Hotel,Chain,2024-05-12,2024-07-05,2024-07-08,Direct,Mobile App,not_cancelled,Miami,Credit Card,Pay Now,129.47
10072,3.0,Apartment,Chain,2024-07-05,2024-08-12,2024-08-13,Corporate,Mobile App,not_cancelled,San Francisco,Credit Card,Pay at Property,187.72
10217,4.0,Apartment,Chain,2024-06-09,2024-06-22,2024-06-27,Affiliate,Mobile App,not_cancelled,Boston,Debit Card,Pay Now,182.69
10163,3.5,Boutique Hotel,Chain,2024-09-08,2024-10-04,2024-10-10,Direct,Call Center,not_cancelled,Austin,Debit Card,Pay Later,100.9
10028,4.0,Apartment,Chain,2024-06-06,2024-06-06,2024-06-11,Direct,Partner Portal,cancelled,Boston,Bank Transfer,Pay at Property,170.34
10005,4.0,Serviced Apartment,Independent,2024-09-30,2024-12-09,2024-12-16,Corporate,Mobile App,not_cancelled,Boston,Wallet,Pay Later,140.31
10018,2.5,Resort,Independent,2024-03-23,2024-06-17,2024-06-23,Direct,Website,not_cancelled,Boston,Bank Transfer,Pay at Property,135.31
10034,3.0,Resort,Chain,2024-02-21,2024-04-21,2024-04-27,Direct,Mobile App,not_cancelled,Denver,Wallet,Pay at Property,86.95
10295,2.5,Hotel,Chain,2024-08-15,2024-10-08,2024-10-10,Affiliate,Mobile App,cancelled,Denver,Debit Card,Pay Later,103.3
10304,3.0,Resort,Independent,2024-09-01,2024-11-12,2024-11-14,Meta Search,Partner Portal,cancelled,Seattle,Debit Card,Pay Later,140.62
10046,5.0,Serviced Apartment,Chain,2024-10-19,2024-10-27,2024-10-28,Meta Search,Mobile App,not_cancelled,New York,Debit Card,Pay Now,217.74
10270,2.0,Serviced Apartment,Independent,2024-07-07,2024-07-13,2024-07-18,Direct,Mobile App,cancelled,Chicago,Bank Transfer,Pay Later,82.73
10111,4.5,Resort,Independent,2024-05-16,2024-05-27,2024-05-31,Direct,Website,not_cancelled,Denver,Debit Card,Pay Later,136.72
10332,5.0,Serviced Apartment,Chain,2024-04-30,2024-06-02,2024-06-04,Direct,Website,not_cancelled,Miami,Bank Transfer,Pay Later,216.24
10027,2.5,Resort,Independent,2024-07-15,2024-08-27,2024-09-02,Direct,Partner Portal,not_cancelled,Seattle,Bank Transfer,Pay at Property,132.59
10155,3.5,Serviced Apartment,Independent,2024-01-24,2024-01-24,2024-01-29,Corporate,Call Center,not_cancelled,San Francisco,Debit Card,Pay at Property,183.78
10161,5.0,Hotel,Independent,2024-08-27,2024-08-31,2024-09-03,Affiliate,Mobile App,not_cancelled,Chicago,Bank Transfer,Pay Now,178.34
10224,4.5,Apartment,Chain,2024-11-09,2025-01-09,2025-01-12,Direct,Mobile App,not_cancelled,Boston,Bank Transfer,Pay at Property,193.88
10240,3.0,Serviced Apartment,Chain,2024-04-06,2024-04-11,2024-04-13,Affiliate,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay at Property,115.43
10179,3.0,Hotel,Chain,2024-02-27,2024-05-02,2024-05-09,Affiliate,Mobile App,cancelled,Chicago,Wallet,Pay at Property,134.3
10093,3.5,Serviced Apartment,Independent,2024-12-05,2025-01-04,2025-01-09,Meta Search,Partner Portal,not_cancelled,Seattle,Debit Card,Pay Later,170.71
10055,4.0,Resort,Chain,2024-12-14,2024-12-18,2024-12-21,Direct,Mobile App,not_cancelled,Denver,Credit Card,Pay at Property,136.32
10167,5.0,Boutique Hotel,Chain,2024-10-31,2024-12-07,2024-12-10,Direct,Partner Portal,not_cancelled,Denver,Credit Card,Pay Later,135.59
10205,5.0,Hotel,Chain,2024-07-14,2024-07-17,2024-07-20,Direct,Website,cancelled,Boston,Debit Card,Pay Now,167.11
10309,5.0,Apartment,Chain,2024-03-19,2024-03-23,2024-03-27,Affiliate,Mobile App,not_cancelled,Seattle,Credit Card,Pay Later,178.4
10189,3.5,Boutique Hotel,Chain,2024-10-15,2024-11-16,2024-11-17,Meta Search,Mobile App,not_cancelled,San Francisco,Bank Transfer,Pay Later,133.13
10240,2.5,Serviced Apartment,Chain,2024-12-17,2025-01-29,2025-02-02,Direct,Website,not_cancelled,New York,Bank Transfer,Pay Now,138.82
10040,4.5,Hotel,Chain,2024-09-24,2024-10-13,2024-10-18,Corporate,Website,cancelled,Boston,Bank Transfer,Pay Now,182.14
10092,3.0,Apartment,Independent,2024-05-10,2024-06-09,2024-06-16,Affiliate,Website,not_cancelled,Miami,Credit Card,Pay Later,166.15
10096,4.0,Apartment,Chain,2024-12-09,2024-12-29,2025-01-05,Direct,Mobile App,cancelled,New York,Wallet,Pay Later,214.51
10250,1.0,Resort,Independent,2024-12-01,2024-12-23,2024-12-29,Direct,Mobile App,not_cancelled,New York,Wallet,Pay Now,73.31
10108,2.5,Serviced Apartment,Independent,2024-01-09,2024-02-19,2024-02-21,Direct,Partner Portal,not_cancelled,Miami,Debit Card,Pay Now,105.05
10228,2.0,Serviced Apartment,Chain,2024-08-25,2024-08-30,2024-09-03,Affiliate,Partner Portal,cancelled,Miami,Bank Transfer,Pay at Property,118.89
10213,1.5,Serviced Apartment,Independent,2024-01-05,2024-01-08,2024-01-15,Meta Search,Website,not_cancelled,Austin,Wallet,Pay Later,86.23
10217,4.0,Boutique Hotel,Chain,2024-12-13,2025-03-05,2025-03-12,Affiliate,Mobile App,not_cancelled,Chicago,Credit Card,Pay Later,156.79
10083,3.5,Resort,Independent,2024-11-26,2024-12-10,2024-12-16,Direct,Partner Portal,not_cancelled,Boston,Bank Transfer,Pay Later,135.29
10200,4.0,Serviced Apartment,Independent,2024-11-04,2025-01-10,2025-01-16,Affiliate,Mobile App,not_cancelled,San Francisco,Wallet,Pay Later,201.15
10081,3.0,Boutique Hotel,Chain,2024-02-14,2024-03-23,2024-03-25,Affiliate,Partner Portal,cancelled,Denver,Bank Transfer,Pay at Property,121.89
10033,1.0,Resort,Chain,2024-05-13,2024-05-28,2024-05-30,Direct,Website,cancelled,Denver,Debit Card,Pay Now,75.12
10078,4.0,Boutique Hotel,Independent,2024-01-24,2024-03-15,2024-03-20,Corporate,Mobile App,cancelled,New York,Credit Card,Pay Later,180.66
10288,4.5,Hotel,Chain,2024-02-26,2024-07-03,2024-07-10,Direct,Call Center,not_cancelled,Chicago,Debit Card,Pay Later,185.17
10051,3.0,Apartment,Independent,2024-08-14,2024-10-03,2024-10-07,Direct,Partner Portal,not_cancelled,New York,Wallet,Pay at Property,118.49
10137,4.0,Resort,Independent,2024-01-04,2024-01-13,2024-01-20,Corporate,Website,not_cancelled,Seattle,Bank Transfer,Pay Now,151.47
10210,3.5,Serviced Apartment,Independent,2024-04-26,2024-05-01,2024-05-05,Meta Search,Mobile App,not_cancelled,San Francisco,Wallet,Pay Now,184.34
10202,3.5,Hotel,Independent,2024-02-05,2024-02-08,2024-02-11,Meta Search,Mobile App,not_cancelled,Chicago,Debit Card,Pay Later,149.69
10156,4.5,Resort,Independent,2024-05-31,2024-06-19,2024-06-25,Meta Search,Call Center,not_cancelled,Chicago,Credit Card,Pay at Property,157.38
10177,3.0,Serviced Apartment,Independent,2024-11-25,2024-12-03,2024-12-08,Direct,Partner Portal,not_cancelled,Boston,Wallet,Pay Later,126.79
10048,4.0,Boutique Hotel,Chain,2024-03-05,2024-03-30,2024-04-04,Meta Search,Website,not_cancelled,New York,Wallet,Pay Now,183.97
10322,3.0,Boutique Hotel,Chain,2024-06-04,2024-07-19,2024-07-24,Affiliate,Website,cancelled,Seattle,Credit Card,Pay at Property,142.17
10322,3.0,Boutique Hotel,Independent,2024-04-30,2024-06-26,2024-07-01,Direct,Mobile App,not_cancelled,New York,Debit Card,Pay Later,167.68
10099,3.5,Resort,Chain,2024-03-12,2024-04-24,2024-04-29,Meta Search,Website,not_cancelled,San Francisco,Debit Card,Pay Later,190.73
10270,4.5,Serviced Apartment,Independent,2024-08-31,2024-09-08,2024-09-09,Direct,Partner Portal,not_cancelled,Miami,Bank Transfer,Pay Now,208.2
10235,4.0,Apartment,Independent,2024-09-07,2024-10-23,2024-10-27,Corporate,Mobile App,not_cancelled,Boston,Credit Card,Pay Later,178.26
10190,3.5,Boutique Hotel,Chain,2024-03-01,2024-04-02,2024-04-06,Direct,Mobile App,cancelled,Austin,Debit Card,Pay Now,136.19
10146,3.5,Apartment,Chain,2024-03-14,2024-03-19,2024-03-24,Direct,Mobile App,not_cancelled,New York,Bank Transfer,Pay at Property,193.37
10194,3.0,Serviced Apartment,Independent,2024-10-20,2024-11-01,2024-11-05,Meta Search,Website,not_cancelled,Chicago,Debit Card,Pay Now,126.36
10203,3.0,Resort,Chain,2024-06-15,2024-06-18,2024-06-23,Direct,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Later,114.95
10287,3.5,Hotel,Chain,2024-12-28,2025-01-09,2025-01-15,Meta Search,Mobile App,cancelled,Boston,Credit Card,Pay at Property,163.85
10297,4.0,Serviced Apartment,Chain,2024-09-29,2024-10-05,2024-10-06,Direct,Mobile App,cancelled,Austin,Wallet,Pay Later,150.96
10196,3.0,Resort,Chain,2024-04-02,2024-04-20,2024-04-27,Corporate,Mobile App,not_cancelled,Miami,Credit Card,Pay Later,178.73
10030,2.5,Resort,Chain,2024-07-27,2024-09-04,2024-09-05,Meta Search,Website,not_cancelled,Seattle,Wallet,Pay Now,110.08
10301,4.5,Apartment,Chain,2024-03-02,2024-03-03,2024-03-05,Direct,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Now,171.76
10301,1.5,Hotel,Chain,2024-01-15,2024-02-02,2024-02-04,Affiliate,Website,not_cancelled,New York,Debit Card,Pay Now,130.24
10276,3.5,Serviced Apartment,Independent,2024-03-13,2024-03-29,2024-03-31,Meta Search,Mobile App,not_cancelled,Boston,Bank Transfer,Pay Later,159.47
10180,3.0,Apartment,Independent,2024-03-26,2024-03-26,2024-03-30,Meta Search,Website,cancelled,Chicago,Wallet,Pay Later,132.15
10144,2.0,Serviced Apartment,Chain,2024-12-23,2024-12-27,2024-12-29,Direct,Website,not_cancelled,Chicago,Wallet,Pay Later,130.07
10069,3.0,Hotel,Independent,2024-12-05,2025-04-26,2025-04-29,Meta Search,Mobile App,cancelled,San Francisco,Credit Card,Pay at Property,171.77
10334,4.0,Hotel,Chain,2024-07-20,2024-08-16,2024-08-23,Meta Search,Mobile App,not_cancelled,Chicago,Bank Transfer,Pay Later,157.61
10099,3.0,Serviced Apartment,Chain,2024-03-31,2024-06-02,2024-06-09,Meta Search,Mobile App,not_cancelled,New York,Credit Card,Pay at Property,181.31
10253,4.5,Resort,Chain,2024-11-16,2024-11-28,2024-12-04,Direct,Mobile App,cancelled,Boston,Bank Transfer,Pay Later,189.22
10345,2.0,Boutique Hotel,Chain,2024-05-22,2024-06-20,2024-06-24,Affiliate,Website,cancelled,Austin,Credit Card,Pay at Property,100.37
10348,4.5,Hotel,Independent,2024-09-24,2024-11-08,2024-11-11,Corporate,Mobile App,not_cancelled,Seattle,Wallet,Pay Now,195.67
10186,4.0,Boutique Hotel,Independent,2024-06-14,2024-07-03,2024-07-07,Meta Search,Website,cancelled,Denver,Debit Card,Pay Later,126.95
10116,1.0,Serviced Apartment,Independent,2024-04-09,2024-04-23,2024-04-28,Direct,Website,not_cancelled,Chicago,Debit Card,Pay Later,55.23
10129,2.0,Apartment,Chain,2024-09-02,2024-09-21,2024-09-22,Affiliate,Website,not_cancelled,Austin,Debit Card,Pay Now,78.77
10049,3.0,Serviced Apartment,Chain,2024-02-07,2024-03-30,2024-04-04,Affiliate,Partner Portal,not_cancelled,San Francisco,Credit Card,Pay at Property,144.66
10034,4.0,Hotel,Independent,2024-03-06,2024-03-08,2024-03-15,Meta Search,Partner Portal,not_cancelled,Chicago,Credit Card,Pay Later,153.68
10197,3.0,Serviced Apartment,Independent,2024-11-02,2024-12-26,2024-12-31,Affiliate,Partner Portal,cancelled,Boston,Credit Card,Pay Later,165.06
10100,3.5,Boutique Hotel,Chain,2024-10-27,2024-11-03,2024-11-04,Direct,Mobile App,cancelled,San Francisco,Wallet,Pay Later,168.08
10263,3.0,Resort,Chain,2024-01-23,2024-01-25,2024-01-28,Direct,Mobile App,not_cancelled,San Francisco,Debit Card,Pay Later,132.75
10287,5.0,Hotel,Chain,2024-09-22,2024-10-22,2024-10-28,Direct,Mobile App,cancelled,Seattle,Debit Card,Pay Later,184.64
10170,2.5,Boutique Hotel,Chain,2024-08-31,2024-10-11,2024-10-15,Direct,Mobile App,not_cancelled,Austin,Wallet,Pay Now,136.23
10110,4.0,Apartment,Chain,2024-01-22,2024-02-14,2024-02-15,Direct,Mobile App,not_cancelled,Boston,Wallet,Pay Now,165.43
10149,3.0,Serviced Apartment,Chain,2024-02-07,2024-02-22,2024-02-27,Corporate,Website,cancelled,Miami,Wallet,Pay Now,127.25
10091,2.5,Resort,Independent,2024-05-14,2024-06-27,2024-06-30,Direct,Call Center,not_cancelled,Chicago,Credit Card,Pay Now,117.9
10339,5.0,Apartment,Independent,2024-06-05,2024-06-26,2024-06-29,Direct,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Later,193.89
10024,2.5,Boutique Hotel,Independent,2024-09-29,2024-10-15,2024-10-18,Direct,Website,not_cancelled,New York,Wallet,Pay at Property,120.23
10042,4.5,Serviced Apartment,Independent,2024-09-17,2025-01-15,2025-01-19,Meta Search,Website,cancelled,Seattle,Credit Card,Pay Now,178.96
10254,3.5,Serviced Apartment,Chain,2024-09-12,2024-10-07,2024-10-09,Affiliate,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Later,120.54
10192,3.0,Resort,Chain,2024-04-21,2024-05-03,2024-05-07,Direct,Website,not_cancelled,Chicago,Debit Card,Pay at Property,152.04
10255,1.5,Resort,Chain,2024-09-19,2024-10-22,2024-10-26,Direct,Website,not_cancelled,New York,Credit Card,Pay Later,91.82
10041,4.5,Resort,Independent,2024-05-30,2024-08-02,2024-08-07,Direct,Mobile App,not_cancelled,Seattle,Credit Card,Pay Now,175.09
10310,2.5,Apartment,Independent,2024-06-17,2024-06-27,2024-07-03,Direct,Website,not_cancelled,New York,Wallet,Pay Now,137.51
10242,5.0,Boutique Hotel,Independent,2024-07-26,2024-09-24,2024-10-01,Direct,Partner Portal,not_cancelled,Chicago,Debit Card,Pay Now,177.92
10044,3.0,Resort,Independent,2024-10-27,2024-12-19,2024-12-26,Direct,Website,not_cancelled,Miami,Bank Transfer,Pay Later,152.63
10005,3.0,Serviced Apartment,Independent,2024-10-22,2025-01-02,2025-01-05,Affiliate,Website,not_cancelled,Miami,Wallet,Pay Later,131.06
10072,4.0,Apartment,Independent,2024-12-19,2025-01-14,2025-01-17,Meta Search,Website,not_cancelled,San Francisco,Wallet,Pay Later,186.76
10232,3.5,Resort,Chain,2024-04-06,2024-04-28,2024-05-01,Direct,Call Center,not_cancelled,Miami,Credit Card,Pay Now,160.5
10036,2.5,Serviced Apartment,Chain,2024-02-05,2024-04-29,2024-05-03,Affiliate,Website,cancelled,Seattle,Credit Card,Pay Later,114.81
10200,5.0,Apartment,Chain,2024-03-07,2024-04-02,2024-04-06,Direct,Website,not_cancelled,Seattle,Debit Card,Pay at Property,208.27
10074,4.0,Serviced Apartment,Chain,2024-06-07,2024-07-07,2024-07-12,Direct,Mobile App,not_cancelled,Boston,Bank Transfer,Pay Later,160.8
10234,3.5,Resort,Independent,2024-10-21,2024-10-22,2024-10-23,Meta Search,Mobile App,not_cancelled,Austin,Wallet,Pay at Property,131.88
10049,3.0,Serviced Apartment,Independent,2024-11-12,2024-12-28,2025-01-01,Direct,Mobile App,not_cancelled,Miami,Credit Card,Pay Later,131.09
10112,3.5,Serviced Apartment,Chain,2024-12-07,2025-03-03,2025-03-09,Meta Search,Partner Portal,not_cancelled,Austin,Credit Card,Pay Now,105.35
10346,3.0,Serviced Apartment,Chain,2024-08-18,2024-08-24,2024-08-26,Meta Search,Website,not_cancelled,San Francisco,Bank Transfer,Pay Now,149.42
10035,4.5,Hotel,Chain,2024-06-16,2024-07-24,2024-07-28,Direct,Mobile App,not_cancelled,Austin,Debit Card,Pay Now,156.21
10040,2.5,Hotel,Independent,2024-01-10,2024-02-11,2024-02-13,Meta Search,Website,not_cancelled,Denver,Debit Card,Pay at Property,81.06
10268,4.0,Hotel,Chain,2024-04-20,2024-05-10,2024-05-11,Direct,Mobile App,not_cancelled,Denver,Wallet,Pay Now,131.65
10008,4.0,Resort,Independent,2024-05-07,2024-05-23,2024-05-25,Meta Search,Website,not_cancelled,Denver,Credit Card,Pay Now,139.78
10168,4.0,Resort,Chain,2024-03-26,2024-03-27,2024-04-01,Meta Search,Call Center,cancelled,Austin,Debit Card,Pay Now,142.11
10109,3.0,Serviced Apartment,Chain,2024-02-24,2024-03-10,2024-03-12,Direct,Call Center,cancelled,Austin,Wallet,Pay Later,114.33
10292,4.0,Apartment,Chain,2024-09-12,2025-02-01,2025-02-02,Direct,Website,not_cancelled,San Francisco,Credit Card,Pay at Property,188.66
10342,5.0,Serviced Apartment,Chain,2024-12-21,2024-12-25,2024-12-27,Meta Search,Call Center,not_cancelled,San Francisco,Credit Card,Pay Later,237.42
10064,3.5,Resort,Chain,2024-01-07,2024-01-16,2024-01-21,Direct,Mobile App,not_cancelled,Denver,Bank Transfer,Pay Later,112.71
10228,3.0,Resort,Chain,2024-03-18,2024-04-03,2024-04-09,Direct,Mobile App,cancelled,Austin,Wallet,Pay Now,137.46
10125,3.0,Apartment,Chain,2024-01-13,2024-01-22,2024-01-28,Affiliate,Mobile App,not_cancelled,Chicago,Debit Card,Pay at Property,121.05
10073,3.0,Apartment,Chain,2024-01-04,2024-01-06,2024-01-10,Direct,Mobile App,cancelled,Austin,Debit Card,Pay Later,124.95
10156,3.0,Resort,Chain,2024-04-11,2024-04-20,2024-04-22,Meta Search,Website,not_cancelled,Austin,Debit Card,Pay Now,139.8
10080,3.0,Serviced Apartment,Chain,2024-07-12,2024-07-18,2024-07-22,Corporate,Partner Portal,not_cancelled,Boston,Bank Transfer,Pay Later,126.29
10238,3.5,Resort,Chain,2024-03-19,2024-04-16,2024-04-18,Corporate,Partner Portal,cancelled,Miami,Bank Transfer,Pay Later,150.23
10213,2.5,Serviced Apartment,Independent,2024-04-07,2024-04-07,2024-04-14,Direct,Website,not_cancelled,Denver,Wallet,Pay Now,95.33
10290,3.0,Apartment,Chain,2024-01-20,2024-07-09,2024-07-10,Affiliate,Mobile App,cancelled,Miami,Bank Transfer,Pay Later,125.48
10127,4.0,Apartment,Chain,2024-11-21,2024-12-31,2025-01-06,Direct,Partner Portal,cancelled,Boston,Wallet,Pay Later,158.27
10340,3.0,Apartment,Chain,2024-12-14,2024-12-19,2024-12-21,Direct,Mobile App,not_cancelled,Chicago,Credit Card,Pay Later,144.77
10273,3.5,Serviced Apartment,Independent,2024-04-06,2024-06-18,2024-06-20,Corporate,Mobile App,not_cancelled,Miami,Bank Transfer,Pay Later,162.12
10158,4.5,Hotel,Independent,2024-05-17,2024-07-04,2024-07-10,Meta Search,Website,not_cancelled,New York,Bank Transfer,Pay Later,230.31
10250,3.0,Apartment,Chain,2024-05-27,2024-07-12,2024-07-14,Direct,Website,cancelled,Chicago,Credit Card,Pay Later,136.06
10321,4.0,Boutique Hotel,Chain,2024-04-08,2024-04-18,2024-04-25,Direct,Mobile App,not_cancelled,Denver,Debit Card,Pay Now,144.43
10004,3.0,Boutique Hotel,Independent,2024-10-26,2024-11-04,2024-11-08,Direct,Website,not_cancelled,New York,Credit Card,Pay Later,166.43
10310,3.5,Serviced Apartment,Chain,2024-05-16,2024-08-18,2024-08-22,Direct,Website,not_cancelled,New York,Wallet,Pay Later,182.98
10206,3.0,Apartment,Chain,2024-01-30,2024-06-07,2024-06-14,Meta Search,Partner Portal,not_cancelled,San Francisco,Credit Card,Pay at Property,172.32
10339,3.0,Apartment,Chain,2024-12-17,2025-01-23,2025-01-27,Direct,Call Center,not_cancelled,Boston,Wallet,Pay Later,152.83
10179,4.0,Serviced Apartment,Independent,2024-12-13,2025-01-02,2025-01-07,Corporate,Mobile App,not_cancelled,Chicago,Bank Transfer,Pay at Property,159.53
10259,2.5,Hotel,Chain,2024-09-23,2024-12-05,2024-12-12,Direct,Mobile App,not_cancelled,New York,Credit Card,Pay Now,111.44
10338,3.5,Hotel,Chain,2024-08-16,2024-12-02,2024-12-06,Corporate,Partner Portal,not_cancelled,Boston,Credit Card,Pay at Property,157.51
10070,3.0,Boutique Hotel,Independent,2024-05-11,2024-06-18,2024-06-24,Direct,Call Center,cancelled,Seattle,Bank Transfer,Pay Now,138.39
10196,3.5,Boutique Hotel,Independent,2024-11-03,2024-11-05,2024-11-08,Direct,Partner Portal,not_cancelled,New York,Bank Transfer,Pay Now,173.23
10294,2.0,Resort,Chain,2024-10-30,2025-02-03,2025-02-09,Direct,Website,not_cancelled,Austin,Wallet,Pay Now,61.4
10065,3.5,Boutique Hotel,Independent,2024-07-17,2024-11-30,2024-12-03,Direct,Mobile App,not_cancelled,Miami,Debit Card,Pay Now,174.74
10076,2.5,Boutique Hotel,Chain,2024-05-31,2024-08-02,2024-08-06,Direct,Mobile App,not_cancelled,New York,Credit Card,Pay Later,103.26
10193,5.0,Hotel,Independent,2024-12-27,2025-01-25,2025-01-31,Direct,Website,not_cancelled,San Francisco,Wallet,Pay at Property,197.6
10250,4.5,Serviced Apartment,Chain,2024-12-24,2025-02-08,2025-02-15,Meta Search,Partner Portal,not_cancelled,Seattle,Debit Card,Pay Now,168.88
10281,5.0,Serviced Apartment,Chain,2024-07-19,2024-08-05,2024-08-10,Meta Search,Mobile App,not_cancelled,Chicago,Wallet,Pay Now,182.87
10075,2.5,Apartment,Chain,2024-03-11,2024-03-31,2024-04-04,Direct,Partner Portal,cancelled,Chicago,Debit Card,Pay Later,157.53
10183,4.0,Serviced Apartment,Chain,2024-03-16,2024-04-01,2024-04-05,Direct,Mobile App,not_cancelled,Chicago,Credit Card,Pay at Property,164.71
10124,5.0,Serviced Apartment,Chain,2024-11-17,2024-12-31,2025-01-02,Affiliate,Call Center,cancelled,New York,Debit Card,Pay Later,238.3
10006,2.0,Hotel,Chain,2024-08-25,2024-11-03,2024-11-09,Meta Search,Partner Portal,not_cancelled,Miami,Credit Card,Pay at Property,100.52
10304,3.5,Apartment,Chain,2024-10-20,2024-11-11,2024-11-17,Direct,Mobile App,not_cancelled,Denver,Bank Transfer,Pay at Property,108.76
10272,4.5,Serviced Apartment,Chain,2024-10-02,2024-10-09,2024-10-16,Direct,Mobile App,not_cancelled,Boston,Credit Card,Pay Now,162.08
10063,3.5,Hotel,Chain,2024-04-02,2024-04-02,2024-04-06,Direct,Call Center,not_cancelled,Austin,Debit Card,Pay at Property,149.35
10337,2.0,Hotel,Chain,2024-03-04,2024-03-28,2024-03-31,Meta Search,Website,not_cancelled,Seattle,Credit Card,Pay Now,121.39
10262,4.0,Apartment,Independent,2024-09-24,2024-12-17,2024-12-20,Affiliate,Mobile App,not_cancelled,Boston,Credit Card,Pay Later,216.07
10217,2.5,Hotel,Chain,2024-03-09,2024-04-10,2024-04-12,Meta Search,Website,not_cancelled,Austin,Wallet,Pay Now,98.06
10105,5.0,Hotel,Independent,2024-12-12,2024-12-31,2025-01-06,Direct,Mobile App,cancelled,Miami,Wallet,Pay Now,239.78
10310,3.5,Apartment,Chain,2024-03-24,2024-04-12,2024-04-14,Affiliate,Mobile App,not_cancelled,Austin,Credit Card,Pay Later,132.93
10116,2.0,Resort,Chain,2024-06-19,2024-08-10,2024-08-12,Direct,Mobile App,not_cancelled,New York,Bank Transfer,Pay Later,108.36
10145,2.5,Boutique Hotel,Chain,2024-06-05,2024-07-06,2024-07-13,Corporate,Mobile App,not_cancelled,Austin,Credit Card,Pay Now,75.55
10207,3.0,Serviced Apartment,Independent,2024-12-13,2025-04-12,2025-04-17,Direct,Website,not_cancelled,Chicago,Wallet,Pay at Property,127.24
10128,2.5,Boutique Hotel,Chain,2024-10-17,2024-12-02,2024-12-03,Affiliate,Mobile App,not_cancelled,Chicago,Bank Transfer,Pay Later,106.5
10118,3.0,Resort,Independent,2024-08-07,2024-09-01,2024-09-07,Direct,Mobile App,not_cancelled,Seattle,Credit Card,Pay Now,112.72
10253,2.0,Hotel,Independent,2024-05-02,2024-08-11,2024-08-13,Direct,Mobile App,not_cancelled,Boston,Bank Transfer,Pay Now,122.49
10004,4.5,Serviced Apartment,Independent,2024-12-23,2024-12-27,2024-12-28,Corporate,Mobile App,not_cancelled,Seattle,Wallet,Pay Later,175.49
10269,5.0,Apartment,Chain,2024-09-27,2024-11-06,2024-11-07,Corporate,Call Center,not_cancelled,Austin,Wallet,Pay Later,193.75
10128,3.0,Boutique Hotel,Independent,2024-07-10,2024-11-09,2024-11-12,Direct,Mobile App,not_cancelled,Seattle,Credit Card,Pay at Property,120.06
10019,4.0,Serviced Apartment,Independent,2024-10-18,2024-11-04,2024-11-07,Direct,Website,not_cancelled,Boston,Bank Transfer,Pay Now,193.44
10182,3.0,Hotel,Chain,2024-01-03,2024-01-18,2024-01-24,Direct,Mobile App,cancelled,Chicago,Bank Transfer,Pay Later,126.8
10154,2.0,Resort,Chain,2024-09-06,2024-09-06,2024-09-13,Direct,Website,not_cancelled,Austin,Debit Card,Pay Later,92.86
10102,2.5,Hotel,Chain,2024-06-30,2024-08-17,2024-08-18,Meta Search,Website,not_cancelled,Boston,Credit Card,Pay Later,143.29
10254,2.5,Apartment,Chain,2024-04-11,2024-07-23,2024-07-29,Corporate,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Later,127.31
10027,2.0,Resort,Chain,2024-06-25,2024-07-19,2024-07-26,Meta Search,Website,not_cancelled,Miami,Credit Card,Pay at Property,127.84
10135,3.0,Apartment,Independent,2024-11-12,2024-11-17,2024-11-22,Direct,Mobile App,cancelled,Miami,Bank Transfer,Pay Now,144.43
10325,4.0,Apartment,Chain,2024-11-08,2024-11-14,2024-11-21,Direct,Mobile App,not_cancelled,Austin,Debit Card,Pay Later,150.41
10325,3.0,Apartment,Chain,2024-11-11,2024-11-18,2024-11-25,Corporate,Website,cancelled,Miami,Bank Transfer,Pay at Property,133.3
10127,2.0,Resort,Independent,2024-07-05,2024-07-16,2024-07-19,Direct,Website,not_cancelled,Denver,Debit Card,Pay Later,94.71
10172,3.0,Resort,Chain,2024-05-23,2024-08-14,2024-08-15,Direct,Website,not_cancelled,Chicago,Credit Card,Pay Later,132.0
10108,4.0,Boutique Hotel,Chain,2024-09-27,2024-10-29,2024-10-31,Direct,Website,not_cancelled,Seattle,Credit Card,Pay Later,174.93
10280,5.0,Boutique Hotel,Chain,2024-12-01,2025-01-29,2025-01-31,Direct,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Later,188.34
10287,3.0,Resort,Independent,2024-12-30,2025-01-09,2025-01-16,Direct,Mobile App,not_cancelled,Austin,Bank Transfer,Pay Now,112.72
10024,5.0,Boutique Hotel,Chain,2024-09-14,2024-11-07,2024-11-09,Direct,Partner Portal,not_cancelled,New York,Debit Card,Pay Now,229.85
10200,2.0,Serviced Apartment,Independent,2024-08-12,2024-09-29,2024-10-03,Affiliate,Mobile App,not_cancelled,Miami,Debit Card,Pay Later,104.75
10152,1.0,Resort,Chain,2024-09-19,2024-10-10,2024-10-16,Affiliate,Website,not_cancelled,Seattle,Debit Card,Pay Later,68.05
10027,2.5,Apartment,Independent,2024-05-22,2024-08-21,2024-08-24,Direct,Website,not_cancelled,Austin,Debit Card,Pay Now,138.2
10151,3.0,Resort,Independent,2024-02-12,2024-05-24,2024-05-29,Affiliate,Website,cancelled,New York,Credit Card,Pay Now,186.98
